iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
2930	2.524	-1688.428	-3.628	-1684.8	0.32	0.953	9.659	0.485
2940	2.532	-1688.428	-3.628	-1684.8	0.32	0.953	9.659	0.485
2950	2.54	-1692.395	-5.266	-1687.129	0.32	0.931	16.204	0.575
2960	2.548	-1694.658	-4.012	-1690.646	0.32	0.897	11.569	0.521
2970	2.557	-1692.323	-3.878	-1688.445	0.32	0.887	11.047	0.464
2980	2.565	-1694.783	-3.5	-1691.283	0.32	0.882	9.435	0.436
2990	2.573	-1691.215	-2.771	-1688.444	0.32	0.884	5.675	0.401
3000	2.581	-1691.215	-2.771	-1688.444	0.32	0.884	5.675	0.401
3010	2.59	-1687.667	-2.697	-1684.97	0.32	0.898	5.131	0.41
3020	2.598	-1687.667	-2.697	-1684.97	0.32	0.898	5.131	0.41
3030	2.606	-1688.446	-2.628	-1685.818	0.32	0.952	2.857	0.355
3040	2.615	-1688.118	-2.658	-1685.46	0.32	0.969	3.102	0.372
3050	2.623	-1688.118	-2.658	-1685.46	0.32	0.969	3.102	0.372
3060	2.632	-1686.406	-2.887	-1683.519	0.32	0.942	6.057	0.422
3070	2.64	-1689.619	-3.478	-1686.141	0.32	0.87	9.408	0.478
3080	2.648	-1688.581	-3.18	-1685.401	0.32	0.878	8.005	0.462
3090	2.657	-1688.122	-3.912	-1684.21	0.32	0.939	10.97	0.492
3100	2.665	-1689.571	-4.005	-1685.565	0.32	0.96	11.18	0.475
3110	2.673	-1689.629	-4.193	-1685.437	0.32	0.953	12.004	0.485
3120	2.682	-1689.506	-4.223	-1685.283	0.32	0.92	12.325	0.491
3130	2.69	-1689.985	-4.222	-1685.763	0.32	0.962	12.044	0.489
3140	2.698	-1688.63	-4.091	-1684.539	0.32	0.941	11.686	0.491
3150	2.706	-1688.689	-3.949	-1684.74	0.32	0.938	11.123	0.477
3160	2.715	-1688.373	-3.594	-1684.779	0.32	0.895	9.833	0.491
3170	2.723	-1688.373	-3.594	-1684.779	0.32	0.895	9.833	0.491
3180	2.731	-1688.373	-3.594	-1684.779	0.32	0.895	9.833	0.491
3190	2.74	-1688.573	-3.961	-1684.612	0.32	0.91	11.313	0.493
3200	2.748	-1688.932	-3.948	-1684.985	0.32	0.905	11.28	0.513
3210	2.756	-1688.391	-3.739	-1684.653	0.32	0.925	10.326	0.503
3220	2.765	-1689.66	-4.068	-1685.591	0.32	0.915	11.727	0.481
3230	2.773	-1688.117	-3.878	-1684.24	0.32	0.919	10.933	0.49
3240	2.781	-1688.117	-3.878	-1684.24	0.32	0.919	10.933	0.49
3250	2.789	-1688.622	-3.62	-1685.001	0.32	0.892	9.96	0.494
3260	2.798	-1687.538	-3.635	-1683.903	0.32	0.929	9.859	0.485
3270	2.806	-1688.511	-3.83	-1684.68	0.32	0.948	10.569	0.495
3280	2.814	-1688.801	-4.212	-1684.589	0.32	0.922	12.275	0.513
3290	2.823	-1688.744	-4.121	-1684.623	0.32	0.918	11.93	0.514
3300	2.831	-1689.542	-3.997	-1685.545	0.32	0.963	11.12	0.478
3310	2.84	-1689.383	-3.519	-1685.864	0.32	0.97	8.968	0.446
3320	2.848	-1688.27	-3.747	-1684.523	0.32	0.952	10.179	0.472
3330	2.856	-1688.232	-3.022	-1685.209	0.32	0.893	7.137	0.436
3340	2.865	-1688.232	-3.022	-1685.209	0.32	0.893	7.137	0.436
3350	2.873	-1688.232	-3.022	-1685.209	0.32	0.893	7.137	0.436
3360	2.881	-1687.569	-2.836	-1684.733	0.32	0.929	5.832	0.408
3370	2.889	-1686.372	-2.874	-1683.498	0.32	0.942	5.993	0.43
3380	2.898	-1686.372	-2.874	-1683.498	0.32	0.942	5.993	0.43
3390	2.906	-1687.105	-2.582	-1684.523	0.32	0.933	3.242	0.379
3400	2.914	-1687.105	-2.582	-1684.523	0.32	0.933	3.242	0.379
3410	2.922	-1687.105	-2.582	-1684.523	0.32	0.933	3.242	0.379
3420	2.931	-1686.773	-2.665	-1684.108	0.32	0.912	4.789	0.411
3430	2.939	-1688.01	-3.289	-1684.721	0.32	0.933	8.243	0.439
3440	2.947	-1688.01	-3.289	-1684.721	0.32	0.933	8.243	0.439
3450	2.955	-1687.078	-2.717	-1684.361	0.32	0.937	4.89	0.396
3460	2.964	-1688.848	-3.997	-1684.851	0.32	0.952	11.221	0.482
